label,tweet,cleaning,normalisasi,tokenisasi,stopword_removal
anger,"[USERNAME] Bagooossssss, pecaattttt.!!! Demi sayang anak apapun mesti dilakukan. Demi kelanggengan trah turunan apapun mesti dikorbankan.!! Sayang anak sayang anakkkk..",username bagooossssss pecaattttt demi sayang anak apapun mesti dilakukan demi kelanggengan trah turunan apapun mesti dikorbankan sayang anak sayang anakkkk,username bagooossssss pecaattttt demi sayang anak apapun mesti dilakukan demi kelanggengan trah turunan apapun mesti dikorbankan sayang anak sayang anakkkk,"['username', 'bagooossssss', 'pecaattttt', 'demi', 'sayang', 'anak', 'apapun', 'mesti', 'dilakukan', 'demi', 'kelanggengan', 'trah', 'turunan', 'apapun', 'mesti', 'dikorbankan', 'sayang', 'anak', 'sayang', 'anakkkk']",bagooossssss pecaattttt sayang anak apapun mesti kelanggengan trah turunan apapun mesti dikorbankan sayang anak sayang anakkkk
happy,"Christine Lagarde pun membagikan momen ke Pasar Tanah Abang di akun Twitter-nya. Namun ada yang lucu, dia salah menulis kata 'blusukan' menjadi 'blukusan'.#JokowiSekaliLagi",christine lagarde pun membagikan momen ke pasar tanah abang di akun twitternya namun ada yang lucu dia salah menulis kata blusukan menjadi blukusanjokowisekalilagi,christine lagarde pun membagikan momen ke pasar tanah abang di akun twitternya namun ada yang lucu dia salah menulis kata blusukan menjadi blukusanjokowisekalilagi,"['christine', 'lagarde', 'pun', 'membagikan', 'momen', 'ke', 'pasar', 'tanah', 'abang', 'di', 'akun', 'twitternya', 'namun', 'ada', 'yang', 'lucu', 'dia', 'salah', 'menulis', 'kata', 'blusukan', 'menjadi', 'blukusanjokowisekalilagi']",christine lagarde membagikan momen pasar tanah abang akun twitternya lucu salah menulis blusukan blukusanjokowisekalilagi
happy,"Saya mengadakan pertemuan sangat baik dengan presiden [USERNAME] dan dengan happy hati menemaninya dalam kunjungan blukusan (dadakan) di masyarakat, tulis Lagarde dalam status Twitter-nya #Jokowi2Periode",saya mengadakan pertemuan sangat baik dengan presiden username dan dengan happy hati menemaninya dalam kunjungan blukusan dadakan di masyarakat tulis lagarde dalam status twitternya jokowiperiode,saya mengadakan pertemuan sangat baik dengan presiden username dan dengan happy hati menemaninya dalam kunjungan blukusan dadakan di masyarakat tulis lagarde dalam status twitternya jokowiperiode,"['saya', 'mengadakan', 'pertemuan', 'sangat', 'baik', 'dengan', 'presiden', 'username', 'dan', 'dengan', 'happy', 'hati', 'menemaninya', 'dalam', 'kunjungan', 'blukusan', 'dadakan', 'di', 'masyarakat', 'tulis', 'lagarde', 'dalam', 'status', 'twitternya', 'jokowiperiode']",mengadakan pertemuan presiden happy hati menemaninya kunjungan blukusan dadakan masyarakat tulis lagarde status twitternya jokowiperiode
sadness,"Yg katanya pgn nemenin aku berjuang ngerjain skripsi, sidang, dan pgn dateng ke wisudaku. Gmn kabarnya? Hehe. Blm apa2 aja uda ngilang duluan hehe.",yg katanya pgn nemenin aku berjuang ngerjain skripsi sidang dan pgn dateng ke wisudaku gmn kabarnya hehe blm apa aja uda ngilang duluan hehe,yang katanya pengin nemenin aku berjuang ngerjain skripsi sidang dan pengin datang ke wisudaku bagaimana kabarnya hehe belum apa saja sudah menghilang duluan hehe,"['yang', 'katanya', 'pengin', 'nemenin', 'aku', 'berjuang', 'ngerjain', 'skripsi', 'sidang', 'dan', 'pengin', 'datang', 'ke', 'wisudaku', 'bagaimana', 'kabarnya', 'hehe', 'belum', 'apa', 'saja', 'sudah', 'menghilang', 'duluan', 'hehe']",pengin nemenin berjuang ngerjain skripsi sidang pengin wisudaku kabarnya hehe menghilang duluan hehe
sadness,Protes warga yg tak terima anaknya diterima masuk ke SMA negeri bukan karena kualitas sekolah negeri lebih baik atau bisa membuat anak2nya sukses. Tapi karena biayanya yg lebih murah. Ini benar2 zaman sulit.,protes warga yg tak terima anaknya diterima masuk ke sma negeri bukan karena kualitas sekolah negeri lebih baik atau bisa membuat anaknya sukses tapi karena biayanya yg lebih murah ini benar zaman sulit,protes warga yang tak terima anaknya diterima masuk ke sama negeri bukan karena kualitas sekolah negeri lebih baik atau bisa membuat anaknya sukses tapi karena biayanya yang lebih murah ini benar zaman sulit,"['protes', 'warga', 'yang', 'tak', 'terima', 'anaknya', 'diterima', 'masuk', 'ke', 'sama', 'negeri', 'bukan', 'karena', 'kualitas', 'sekolah', 'negeri', 'lebih', 'baik', 'atau', 'bisa', 'membuat', 'anaknya', 'sukses', 'tapi', 'karena', 'biayanya', 'yang', 'lebih', 'murah', 'ini', 'benar', 'zaman', 'sulit']",protes warga terima anaknya diterima masuk negeri kualitas sekolah negeri anaknya sukses biayanya murah zaman sulit
happy,"Terima kasih yak buat kakak* diJakarta n Surabaya yg udh luangin waktunya buat meetup.. hehehehee , so sekarang saatnya off , sampai ketemu akhir bulan ya di Balikpapan dan Denpasar... GBU all",terima kasih yak buat kakak dijakarta n surabaya yg udh luangin waktunya buat meetup hehehehee so sekarang saatnya off sampai ketemu akhir bulan ya di balikpapan dan denpasar gbu all,terima kasih ya buat kakak dijakarta n surabaya yang sudah luangin waktunya buat meetup hehehehee sok sekarang saatnya off sampai ketemu akhir bulan ya di balikpapan dan denpasar gbu all,"['terima', 'kasih', 'ya', 'buat', 'kakak', 'dijakarta', 'n', 'surabaya', 'yang', 'sudah', 'luangin', 'waktunya', 'buat', 'meetup', 'hehehehee', 'sok', 'sekarang', 'saatnya', 'off', 'sampai', 'ketemu', 'akhir', 'bulan', 'ya', 'di', 'balikpapan', 'dan', 'denpasar', 'gbu', 'all']",terima kasih ya kakak dijakarta n surabaya luangin meetup hehehehee sok off ketemu ya balikpapan denpasar gbu all
fear,"[USERNAME] Gue liat mb2 spj yg bajunya ngetat dan diatas lutut aja kaya bersyukur ""yg pakeannya terbuka gitu aja masih ngejalanin kewajiban masa gue lewat sih"" semacam ter-courage gitu",username gue liat mb spj yg bajunya ngetat dan diatas lutut aja kaya bersyukur yg pakeannya terbuka gitu aja masih ngejalanin kewajiban masa gue lewat sih semacam tercourage gitu,username gue lihat mbak spj yang bajunya ngetat dan diatas lutut saja kayak bersyukur yang pakeannya terbuka begitu saja masih ngejalanin kewajiban masa gue lewat sih semacam tercourage begitu,"['username', 'gue', 'lihat', 'mbak', 'spj', 'yang', 'bajunya', 'ngetat', 'dan', 'diatas', 'lutut', 'saja', 'kayak', 'bersyukur', 'yang', 'pakeannya', 'terbuka', 'begitu', 'saja', 'masih', 'ngejalanin', 'kewajiban', 'masa', 'gue', 'lewat', 'sih', 'semacam', 'tercourage', 'begitu']",lihat mbak spj bajunya ngetat diatas lutut kayak bersyukur pakeannya terbuka ngejalanin kewajiban tercourage
sadness,Aku rindu hujan. Di mana pertama kali kita bertemu setelah jarak yang memisahkan. Kemudian aku membenci hujan. Di mana saat itu kamu mengucap kata perpisahan.,aku rindu hujan di mana pertama kali kita bertemu setelah jarak yang memisahkan kemudian aku membenci hujan di mana saat itu kamu mengucap kata perpisahan,aku rindu hujan di mana pertama kali kita bertemu setelah jarak yang memisahkan kemudian aku membenci hujan di mana saat itu kamu mengucap kata perpisahan,"['aku', 'rindu', 'hujan', 'di', 'mana', 'pertama', 'kali', 'kita', 'bertemu', 'setelah', 'jarak', 'yang', 'memisahkan', 'kemudian', 'aku', 'membenci', 'hujan', 'di', 'mana', 'saat', 'itu', 'kamu', 'mengucap', 'kata', 'perpisahan']",rindu hujan kali bertemu jarak memisahkan membenci hujan mengucap perpisahan
anger,[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Biasanya yg bikin barisan sakit hati yg sdh nggak dpt jatah selama jkw jd gubernur DKI dan skrg jd presiden tujuannya membentuk opini publik spy kalah pilpres # Salam 2 PERIODE,username username username username username username biasanya yg bikin barisan sakit hati yg sdh nggak dpt jatah selama jkw jd gubernur dki dan skrg jd presiden tujuannya membentuk opini publik spy kalah pilpres salam periode,username username username username username username biasanya yang bikin barisan sakit hati yang sudah tidak dapat jatah selama jkw jadi gubernur dki dan sekarang jadi presiden tujuannya membentuk opini publik supaya kalah pilpres salam periode,"['username', 'username', 'username', 'username', 'username', 'username', 'biasanya', 'yang', 'bikin', 'barisan', 'sakit', 'hati', 'yang', 'sudah', 'tidak', 'dapat', 'jatah', 'selama', 'jkw', 'jadi', 'gubernur', 'dki', 'dan', 'sekarang', 'jadi', 'presiden', 'tujuannya', 'membentuk', 'opini', 'publik', 'supaya', 'kalah', 'pilpres', 'salam', 'periode']",bikin barisan sakit hati jatah jkw gubernur dki presiden tujuannya membentuk opini publik kalah pilpres salam periode
happy,Rakit merakit ...JANGAN LUPA BAHAGIA... #StreetCubEastBorneo #StreetCubBalikpapan #janganlupabahagia #StreetCubKaltim #StreetCubFans #StreetCub_Bpp #StreetCub,rakit merakit jangan lupa bahagia streetcubeastborneo streetcubbalikpapan janganlupabahagia streetcubkaltim streetcubfans streetcubbpp streetcub,rakit merakit jangan lupa bahagia streetcubeastborneo streetcubbalikpapan janganlupabahagia streetcubkaltim streetcubfans streetcubbpp streetcub,"['rakit', 'merakit', 'jangan', 'lupa', 'bahagia', 'streetcubeastborneo', 'streetcubbalikpapan', 'janganlupabahagia', 'streetcubkaltim', 'streetcubfans', 'streetcubbpp', 'streetcub']",rakit merakit lupa bahagia streetcubeastborneo streetcubbalikpapan janganlupabahagia streetcubkaltim streetcubfans streetcubbpp streetcub
happy,"[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Duwet maut ibarat bintang sepak bola belgia hazard, lukaku.saling melengkapi dan melayani dlm mencapei kemenangan..",username username username username username username username duwet maut ibarat bintang sepak bola belgia hazard lukakusaling melengkapi dan melayani dlm mencapei kemenangan,username username username username username username username duwet maut ibarat bintang sepak bola belgia hazard lukakusaling melengkapi dan melayani dalam mencapei kemenangan,"['username', 'username', 'username', 'username', 'username', 'username', 'username', 'duwet', 'maut', 'ibarat', 'bintang', 'sepak', 'bola', 'belgia', 'hazard', 'lukakusaling', 'melengkapi', 'dan', 'melayani', 'dalam', 'mencapei', 'kemenangan']",duwet maut bintang sepak bola belgia hazard lukakusaling melengkapi melayani mencapei kemenangan
anger,"11.25 Selasa-Juli2018 : Lihat berita para tokoh tokoh elit politik, isinya saling klaim, konflik, beda pendapat lalu menjatuhkan. Macam otak di dengkul aja 2018 masih begitu Jijik gue",selasajuli lihat berita para tokoh tokoh elit politik isinya saling klaim konflik beda pendapat lalu menjatuhkan macam otak di dengkul aja masih begitu jijik gue,selasajuli lihat berita para tokoh tokoh elit politik isinya saling klaim konflik beda pendapat lalu menjatuhkan macam otak di dengkul saja masih begitu jijik gue,"['selasajuli', 'lihat', 'berita', 'para', 'tokoh', 'tokoh', 'elit', 'politik', 'isinya', 'saling', 'klaim', 'konflik', 'beda', 'pendapat', 'lalu', 'menjatuhkan', 'macam', 'otak', 'di', 'dengkul', 'saja', 'masih', 'begitu', 'jijik', 'gue']",selasajuli lihat berita tokoh tokoh elit politik isinya klaim konflik beda pendapat menjatuhkan otak dengkul jijik
happy,Selamat ulang tahun tehskikuu sayang [USERNAME] perbedaan yg sangat jauh  dulu mah aing kucel hideung enamah yah beginilah hahaha [URL],selamat ulang tahun tehskikuu sayang username perbedaan yg sangat jauh dulu mah aing kucel hideung enamah yah beginilah hahaha url,selamat ulang tahun tehskikuu sayang username perbedaan yang sangat jauh dulu mah aing kucel hideung enamah ya beginilah hahaha url,"['selamat', 'ulang', 'tahun', 'tehskikuu', 'sayang', 'username', 'perbedaan', 'yang', 'sangat', 'jauh', 'dulu', 'mah', 'aing', 'kucel', 'hideung', 'enamah', 'ya', 'beginilah', 'hahaha', 'url']",selamat ulang tehskikuu sayang perbedaan mah aing kucel hideung enamah ya hahaha
love,"Ada aku, yang ingin membuka lagi hatimu. Menghapus traumamu. Bahagia bersamamu. Mungkin masih ada drama, tangis dan air mata, mungkin juga duka. Namun percayalah, semua itu hanya sementara. Kotak ini siap terbuka. Kotak berisi tawa juga canda dari beragam cerita. [URL]",ada aku yang ingin membuka lagi hatimu menghapus traumamu bahagia bersamamu mungkin masih ada drama tangis dan air mata mungkin juga duka namun percayalah semua itu hanya sementara kotak ini siap terbuka kotak berisi tawa juga canda dari beragam cerita url,ada aku yang ingin membuka lagi hatimu menghapus traumamu bahagia bersamamu mungkin masih ada drama tangis dan air mata mungkin juga duka namun percayalah semua itu hanya sementara kotak ini siap terbuka kotak berisi tawa juga canda dari beragam cerita url,"['ada', 'aku', 'yang', 'ingin', 'membuka', 'lagi', 'hatimu', 'menghapus', 'traumamu', 'bahagia', 'bersamamu', 'mungkin', 'masih', 'ada', 'drama', 'tangis', 'dan', 'air', 'mata', 'mungkin', 'juga', 'duka', 'namun', 'percayalah', 'semua', 'itu', 'hanya', 'sementara', 'kotak', 'ini', 'siap', 'terbuka', 'kotak', 'berisi', 'tawa', 'juga', 'canda', 'dari', 'beragam', 'cerita', 'url']",membuka hatimu menghapus traumamu bahagia bersamamu drama tangis air mata duka percayalah kotak terbuka kotak berisi tawa canda beragam cerita
anger,"keren ya jalan kemana mana sendiri, mandiri bgt.. keren ndasmu, emang lg ngga ada temennya aja. kalo ada yg mau mah, sekelurahan juga ayo aja",keren ya jalan kemana mana sendiri mandiri bgt keren ndasmu emang lg ngga ada temennya aja kalo ada yg mau mah sekelurahan juga ayo aja,keren ya jalan kemana mana sendiri mandiri banget keren ndasmu memang lagi tidak ada temannya saja kalau ada yang mau mah sekelurahan juga ayo saja,"['keren', 'ya', 'jalan', 'kemana', 'mana', 'sendiri', 'mandiri', 'banget', 'keren', 'ndasmu', 'memang', 'lagi', 'tidak', 'ada', 'temannya', 'saja', 'kalau', 'ada', 'yang', 'mau', 'mah', 'sekelurahan', 'juga', 'ayo', 'saja']",keren ya jalan kemana mandiri banget keren ndasmu temannya mah sekelurahan ayo
sadness,"8 Juli 2018, anak perempuanku dan kakeknya sudah kembali melalui upacara Ngaben di Singaraja. . April 2011 aku kehilangan anak dalam kandungan 4 bulan, dan tak lama Desember suamiku juga",juli anak perempuanku dan kakeknya sudah kembali melalui upacara ngaben di singaraja april aku kehilangan anak dalam kandungan bulan dan tak lama desember suamiku juga,juli anak perempuanku dan kakeknya sudah kembali melalui upacara ngaben di singaraja april aku kehilangan anak dalam kandungan bulan dan tak lama desember suamiku juga,"['juli', 'anak', 'perempuanku', 'dan', 'kakeknya', 'sudah', 'kembali', 'melalui', 'upacara', 'ngaben', 'di', 'singaraja', 'april', 'aku', 'kehilangan', 'anak', 'dalam', 'kandungan', 'bulan', 'dan', 'tak', 'lama', 'desember', 'suamiku', 'juga']",juli anak perempuanku kakeknya upacara ngaben singaraja april kehilangan anak kandungan desember suamiku
happy,"Ketika beliau menjadi Gubernur DKI Jakarta, kegiatan blusukannya diikuti oleh para wartawan karena pada waktu itu dianggap sebagai sebuah hal yang baru dan unik sehingga kemudian dikenal masyarakat luas. #Jokowi2Periode",ketika beliau menjadi gubernur dki jakarta kegiatan blusukannya diikuti oleh para wartawan karena pada waktu itu dianggap sebagai sebuah hal yang baru dan unik sehingga kemudian dikenal masyarakat luas jokowiperiode,ketika beliau menjadi gubernur dki jakarta kegiatan blusukannya diikuti oleh para wartawan karena pada waktu itu dianggap sebagai sebuah hal yang baru dan unik sehingga kemudian dikenal masyarakat luas jokowiperiode,"['ketika', 'beliau', 'menjadi', 'gubernur', 'dki', 'jakarta', 'kegiatan', 'blusukannya', 'diikuti', 'oleh', 'para', 'wartawan', 'karena', 'pada', 'waktu', 'itu', 'dianggap', 'sebagai', 'sebuah', 'hal', 'yang', 'baru', 'dan', 'unik', 'sehingga', 'kemudian', 'dikenal', 'masyarakat', 'luas', 'jokowiperiode']",beliau gubernur dki jakarta kegiatan blusukannya diikuti wartawan dianggap unik dikenal masyarakat luas jokowiperiode
sadness,"waktu yg kamu tentukan itu membuat ak ingin mundur, maafkan aku, maafkan smua kt2 bohong ku, smua kt2 yg ku ucp hnyalah kebohongan. Smga hti ini ikhlas ntuk melepaskan dirimu, ak yakin allah sllu ada ntuk dirimu dan diriku.",waktu yg kamu tentukan itu membuat ak ingin mundur maafkan aku maafkan smua kt bohong ku smua kt yg ku ucp hnyalah kebohongan smga hti ini ikhlas ntuk melepaskan dirimu ak yakin allah sllu ada ntuk dirimu dan diriku,waktu yang kamu tentukan itu membuat aku ingin mundur maafkan aku maafkan semua kita bohong ku semua kita yang ku ucp hnyalah kebohongan semoga hti ini ikhlas ntuk melepaskan dirimu aku yakin allah selalu ada ntuk dirimu dan diriku,"['waktu', 'yang', 'kamu', 'tentukan', 'itu', 'membuat', 'aku', 'ingin', 'mundur', 'maafkan', 'aku', 'maafkan', 'semua', 'kita', 'bohong', 'ku', 'semua', 'kita', 'yang', 'ku', 'ucp', 'hnyalah', 'kebohongan', 'semoga', 'hti', 'ini', 'ikhlas', 'ntuk', 'melepaskan', 'dirimu', 'aku', 'yakin', 'allah', 'selalu', 'ada', 'ntuk', 'dirimu', 'dan', 'diriku']",tentukan mundur maafkan maafkan bohong ucp hnyalah kebohongan semoga hti ikhlas ntuk melepaskan dirimu allah ntuk dirimu diriku
anger,Otak kl mmg dah goblok mo diajak bicara kemanapun selalu dia yg mau menang...di ke kiri kita ke kanan kita salah...sebaliknya jg kita yg salah selalu...kecuali kita ngikut dia baru bener tp kdg itupun kl ada mslh jg kita yg disalahin...SERAH LOE DEH ...,otak kl mmg dah goblok mo diajak bicara kemanapun selalu dia yg mau menangdi ke kiri kita ke kanan kita salahsebaliknya jg kita yg salah selalukecuali kita ngikut dia baru bener tp kdg itupun kl ada mslh jg kita yg disalahinserah loe deh,otak kalau memang sudah goblok mau diajak bicara kemanapun selalu dia yang mau menangdi ke kiri kita ke kanan kita salahsebaliknya juga kita yang salah selalukecuali kita ngikut dia baru benar tapi kadang itupun kalau ada masalah juga kita yang disalahinserah lo deh,"['otak', 'kalau', 'memang', 'sudah', 'goblok', 'mau', 'diajak', 'bicara', 'kemanapun', 'selalu', 'dia', 'yang', 'mau', 'menangdi', 'ke', 'kiri', 'kita', 'ke', 'kanan', 'kita', 'salahsebaliknya', 'juga', 'kita', 'yang', 'salah', 'selalukecuali', 'kita', 'ngikut', 'dia', 'baru', 'benar', 'tapi', 'kadang', 'itupun', 'kalau', 'ada', 'masalah', 'juga', 'kita', 'yang', 'disalahinserah', 'lo', 'deh']",otak goblok diajak bicara kemanapun menangdi kiri kanan salahsebaliknya salah selalukecuali ngikut kadang itupun disalahinserah
anger,"bila ingin menghancurkan orang yg memang tidak saya sukai, tak perlu saya repot2 saya liat dn saya biarkan orang yang tak saya sukaai kian menghancurkan dirinya sendiri, tak perlu turut campur tangan saya",bila ingin menghancurkan orang yg memang tidak saya sukai tak perlu saya repot saya liat dn saya biarkan orang yang tak saya sukaai kian menghancurkan dirinya sendiri tak perlu turut campur tangan saya,bila ingin menghancurkan orang yang memang tidak saya sukai tak perlu saya repot saya lihat dan saya biarkan orang yang tak saya sukaai kian menghancurkan dirinya sendiri tak perlu turut campur tangan saya,"['bila', 'ingin', 'menghancurkan', 'orang', 'yang', 'memang', 'tidak', 'saya', 'sukai', 'tak', 'perlu', 'saya', 'repot', 'saya', 'lihat', 'dan', 'saya', 'biarkan', 'orang', 'yang', 'tak', 'saya', 'sukaai', 'kian', 'menghancurkan', 'dirinya', 'sendiri', 'tak', 'perlu', 'turut', 'campur', 'tangan', 'saya']",menghancurkan orang sukai repot lihat biarkan orang sukaai kian menghancurkan campur tangan
happy,"Kemaren mampir ngopi dan nyobain custom shop nya , ternyata ensss juga gitar nya . . . . #guitarforlife @ Pondok Labu [URL]",kemaren mampir ngopi dan nyobain custom shop nya ternyata ensss juga gitar nya guitarforlife pondok labu url,kemarin mampir ngopi dan mencoba custom shop ya ternyata ensss juga gitar ya guitarforlife pondok labu url,"['kemarin', 'mampir', 'ngopi', 'dan', 'mencoba', 'custom', 'shop', 'ya', 'ternyata', 'ensss', 'juga', 'gitar', 'ya', 'guitarforlife', 'pondok', 'labu', 'url']",kemarin mampir ngopi mencoba custom shop ya ensss gitar ya guitarforlife pondok labu
anger,[USERNAME] [USERNAME] MAKSUD PKS CARA ORANG MUSLIM YG MENINGGAL GA USAH DI SHALATTIN KARENA BEDA POLITIK.....??? APA INI CARA ISLAM BERPOLITIK....??? APA BAGINDA NABI MENGAJARKAN SEPERTI INI...??? MASIH PANTASKAH PKS DI SEBUT PARTAI DAKWAH....???,username username maksud pks cara orang muslim yg meninggal ga usah di shalattin karena beda politik apa ini cara islam berpolitik apa baginda nabi mengajarkan seperti ini masih pantaskah pks di sebut partai dakwah,username username maksud pks cara orang muslim yang meninggal tidak usah di shalattin karena beda politik apa ini cara islam berpolitik apa baginda nabi mengajarkan seperti ini masih pantaskah pks di sebut partai dakwah,"['username', 'username', 'maksud', 'pks', 'cara', 'orang', 'muslim', 'yang', 'meninggal', 'tidak', 'usah', 'di', 'shalattin', 'karena', 'beda', 'politik', 'apa', 'ini', 'cara', 'islam', 'berpolitik', 'apa', 'baginda', 'nabi', 'mengajarkan', 'seperti', 'ini', 'masih', 'pantaskah', 'pks', 'di', 'sebut', 'partai', 'dakwah']",maksud pks orang muslim meninggal shalattin beda politik islam berpolitik baginda nabi mengajarkan pantaskah pks partai dakwah
happy,"Kita berteman beda genarasi. Asiknya kita yang tua berasa jadi muda, dan mereka yg muda belajar membahas hal-hal serius dalam masa depan. Kita berteman se asik #HonorIndonesia meskipun kadang harus mrnghadapi sifat kekanak-kanakan mereka. [URL]",kita berteman beda genarasi asiknya kita yang tua berasa jadi muda dan mereka yg muda belajar membahas halhal serius dalam masa depan kita berteman se asik honorindonesia meskipun kadang harus mrnghadapi sifat kekanakkanakan mereka url,kita berteman beda genarasi asiknya kita yang tua berasa jadi muda dan mereka yang muda belajar membahas halhal serius dalam masa depan kita berteman se asik honorindonesia meskipun kadang harus menghadapi sifat kekanakkanakan mereka url,"['kita', 'berteman', 'beda', 'genarasi', 'asiknya', 'kita', 'yang', 'tua', 'berasa', 'jadi', 'muda', 'dan', 'mereka', 'yang', 'muda', 'belajar', 'membahas', 'halhal', 'serius', 'dalam', 'masa', 'depan', 'kita', 'berteman', 'se', 'asik', 'honorindonesia', 'meskipun', 'kadang', 'harus', 'menghadapi', 'sifat', 'kekanakkanakan', 'mereka', 'url']",berteman beda genarasi asiknya tua berasa muda muda belajar membahas halhal serius berteman asik honorindonesia kadang menghadapi sifat kekanakkanakan
sadness,"Saya terlalu sibuk menggalau hingga lupa kalo kemarin lusa oshimen pada zamannya berganti umur yang ke...?? Entahlah, akupun tak tau~ [USERNAME] [URL]",saya terlalu sibuk menggalau hingga lupa kalo kemarin lusa oshimen pada zamannya berganti umur yang ke entahlah akupun tak tau username url,saya terlalu sibuk menggalau hingga lupa kalau kemarin lusa oshimen pada zamannya berganti umur yang ke entahlah akupun tak tau username url,"['saya', 'terlalu', 'sibuk', 'menggalau', 'hingga', 'lupa', 'kalau', 'kemarin', 'lusa', 'oshimen', 'pada', 'zamannya', 'berganti', 'umur', 'yang', 'ke', 'entahlah', 'akupun', 'tak', 'tau', 'username', 'url']",sibuk menggalau lupa kemarin lusa oshimen zamannya berganti umur akupun tau
happy,#Allhamdulilah Bertambah usia lagi jagoan kecil... Semoga sehat selalu dalam lindungan Allah SWT..... amiin..... Sehat terus nak..... uchi_ciyko zidanelhadadi @ Palu [URL],allhamdulilah bertambah usia lagi jagoan kecil semoga sehat selalu dalam lindungan allah swt amiin sehat terus nak uchiciyko zidanelhadadi palu url,allhamdulilah bertambah usia lagi jagoan kecil semoga sehat selalu dalam lindungan allah swt amin sehat terus nak uchiciyko zidanelhadadi palu url,"['allhamdulilah', 'bertambah', 'usia', 'lagi', 'jagoan', 'kecil', 'semoga', 'sehat', 'selalu', 'dalam', 'lindungan', 'allah', 'swt', 'amin', 'sehat', 'terus', 'nak', 'uchiciyko', 'zidanelhadadi', 'palu', 'url']",allhamdulilah bertambah usia jagoan semoga sehat lindungan allah swt amin sehat nak uchiciyko zidanelhadadi palu
sadness,"Aku dong pernah ditolak sama: -CARGLOSS -NUTRIFOOD -PROPAN -BI -FORISA -BERLICO -CANTIK JELITA (ini yg paling sakit krn cuman masalah shift yg belom tentu ADA) Aku tabah kok, Tuhan.",aku dong pernah ditolak sama cargloss nutrifood propan bi forisa berlico cantik jelita ini yg paling sakit krn cuman masalah shift yg belom tentu ada aku tabah kok tuhan,aku dong pernah ditolak sama cargloss nutrifood propan bi forisa berlico cantik jelita ini yang paling sakit karena cuman masalah shift yang belum tentu ada aku tabah kok tuhan,"['aku', 'dong', 'pernah', 'ditolak', 'sama', 'cargloss', 'nutrifood', 'propan', 'bi', 'forisa', 'berlico', 'cantik', 'jelita', 'ini', 'yang', 'paling', 'sakit', 'karena', 'cuman', 'masalah', 'shift', 'yang', 'belum', 'tentu', 'ada', 'aku', 'tabah', 'kok', 'tuhan']",ditolak cargloss nutrifood propan bi forisa berlico cantik jelita sakit cuman shift tabah tuhan
sadness,"Menjadi tempat berkeluh kesah, teman cerita, teman makan. Bahkan sering lontaran ""kak ayok makan"" yang aku rindukan saat jauh dan harus menunggu waktu liburan untuk kembali jumpa menumpahkan rindu #HonorIndonesia",menjadi tempat berkeluh kesah teman cerita teman makan bahkan sering lontaran kak ayok makan yang aku rindukan saat jauh dan harus menunggu waktu liburan untuk kembali jumpa menumpahkan rindu honorindonesia,menjadi tempat berkeluh kesah teman cerita teman makan bahkan sering lontaran kak ayok makan yang aku rindukan saat jauh dan harus menunggu waktu liburan untuk kembali jumpa menumpahkan rindu honorindonesia,"['menjadi', 'tempat', 'berkeluh', 'kesah', 'teman', 'cerita', 'teman', 'makan', 'bahkan', 'sering', 'lontaran', 'kak', 'ayok', 'makan', 'yang', 'aku', 'rindukan', 'saat', 'jauh', 'dan', 'harus', 'menunggu', 'waktu', 'liburan', 'untuk', 'kembali', 'jumpa', 'menumpahkan', 'rindu', 'honorindonesia']",berkeluh kesah teman cerita teman makan lontaran kak ayok makan rindukan menunggu liburan jumpa menumpahkan rindu honorindonesia
happy,"Esensi tentang make up buat saya, selain happy liat wajah orang makin cantik, bisa dapat banyak teman dan sodara itu pasti. Jadi ngejalanin passion makin happy  *ceilah berat amat obrolan eike",esensi tentang make up buat saya selain happy liat wajah orang makin cantik bisa dapat banyak teman dan sodara itu pasti jadi ngejalanin passion makin happy ceilah berat amat obrolan eike,esensi tentang memakai up buat saya selain happy lihat wajah orang makin cantik bisa dapat banyak teman dan sodara itu pasti jadi ngejalanin passion makin happy ceilah berat amat obrolan eike,"['esensi', 'tentang', 'memakai', 'up', 'buat', 'saya', 'selain', 'happy', 'lihat', 'wajah', 'orang', 'makin', 'cantik', 'bisa', 'dapat', 'banyak', 'teman', 'dan', 'sodara', 'itu', 'pasti', 'jadi', 'ngejalanin', 'passion', 'makin', 'happy', 'ceilah', 'berat', 'amat', 'obrolan', 'eike']",esensi memakai up happy lihat wajah orang cantik teman sodara ngejalanin passion happy ceilah berat obrolan eike
